id,name,sex,age,class,school_id,created_at,updated_at,gender,photo,teacher_id,class_id,student_code,date_of_birth,nationality,ethnicity,religion,guardian_name,guardian_relationship,guardian_phone,guardian_occupation,home_address,home_village,home_commune,home_district,home_province,distance_from_school,transportation_method,has_disability,disability_type,receives_scholarship,scholarship_amount,enrollment_date,enrollment_status,status_change_date,status_change_reason,previous_year_grade,previous_school,attendance_rate,days_absent,health_conditions,last_health_check,height_cm,weight_kg,nutrition_status,receives_meal_support,learning_difficulties,special_needs,teacher_notes,extra_activities,achievements,siblings_count,sibling_position,family_income_level,has_birth_certificate,birth_certificate_number,pilot_school_id
115,សុខា លឹម,male,12,Grade 4,1,2025-09-04 08:51:17,2025-09-04 08:51:17,male,,10,,,2013-01-12,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-16,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
116,សុខេន ចាន់,female,12,Grade 4,1,2025-09-04 08:51:17,2025-09-04 08:51:17,female,,9,,,2012-12-28,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-13,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
117,ច័ន្ទ ថុល,male,12,Grade 4,1,2025-09-04 08:51:17,2025-09-04 08:51:17,male,,10,,,2013-03-20,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-24,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
118,ច័ន្ទ សុខ,female,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,9,,,2012-12-31,Cambodian,,,,,,,,,,,,,,f,,f,,2024-12-17,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
119,សុផាត គង់,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,5,,,2013-08-20,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-05,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
1,Sovann Pich,male,6,Grade 6,26,2025-09-04 07:49:30,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
2,Sophea Touch,male,6,Grade 5,2,2025-09-04 07:49:31,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,2
3,Phalla Ly,female,7,Grade 4,9,2025-09-04 07:49:31,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,3
5,Dara Sam,female,11,Grade 6,25,2025-09-04 07:49:31,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,4
7,Chan Ly,male,6,Grade 6,21,2025-09-04 07:49:31,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,5
9,Dara Lim,female,10,Grade 4,25,2025-09-04 07:49:31,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,6
11,Rachana Lim,female,9,Grade 4,16,2025-09-04 07:49:31,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
13,Rachana Heng,male,12,Grade 5,30,2025-09-04 07:49:31,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
15,Vanna Heng,female,8,Grade 4,32,2025-09-04 07:49:31,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,9
17,Bopha Keo,female,6,Grade 4,28,2025-09-04 07:49:32,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,10
19,Visal Ouk,female,9,Grade 6,5,2025-09-04 07:49:32,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,11
20,Sovann Keo,male,6,Grade 5,24,2025-09-04 07:49:32,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,12
23,Phalla Ly,male,11,Grade 6,26,2025-09-04 07:49:32,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,13
24,Sophea Mao,female,7,Grade 6,23,2025-09-04 07:49:32,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,14
27,Dara Seng,female,11,Grade 6,27,2025-09-04 07:49:32,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,15
28,Vanna Sor,male,6,Grade 6,31,2025-09-04 07:49:32,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,16
30,Phalla Ly,male,8,Grade 4,10,2025-09-04 07:49:33,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,17
31,Samnang Pich,male,7,Grade 6,33,2025-09-04 07:49:33,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,18
32,Kosal Heng,female,12,Grade 6,3,2025-09-04 07:49:33,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,19
33,Sovann Ly,male,7,Grade 6,10,2025-09-04 07:49:33,2025-09-04 08:04:19,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,20
34,Kunthea Chhun,male,10,Grade 6,17,2025-09-04 07:49:33,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,21
35,Dara Ouk,female,10,Grade 6,12,2025-09-04 07:49:33,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,22
36,Dara Seng,male,10,Grade 5,24,2025-09-04 07:49:33,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,23
37,Srey Kim,female,12,Grade 5,15,2025-09-04 07:49:33,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,24
39,Samnang Ly,male,9,Grade 5,4,2025-09-04 07:49:33,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,25
41,Sophea Heng,female,7,Grade 4,28,2025-09-04 07:49:33,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,26
42,Bopha Pich,male,11,Grade 6,32,2025-09-04 07:49:33,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,27
47,Samnang Kim,male,9,Grade 6,5,2025-09-04 07:49:33,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,28
52,Pisey Ung,male,6,Grade 6,25,2025-09-04 07:49:33,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,29
54,Visal Chhun,male,11,Grade 5,6,2025-09-04 07:49:34,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,30
55,Chan Sam,male,11,Grade 4,27,2025-09-04 07:49:34,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
56,Samnang Ly,male,8,Grade 4,28,2025-09-04 07:49:34,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,2
57,Phalla Lim,male,8,Grade 5,1,2025-09-04 07:49:34,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,3
58,Pisey Mao,male,11,Grade 6,33,2025-09-04 07:49:34,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,4
120,ចាន់ធី ថុល,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2013-06-19,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-15,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
121,ប៊ុនធឿន សាន,female,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,10,,,2012-12-03,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-19,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
122,ភក្តី ធី,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2013-08-14,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-01,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
123,ស្រីពេជ្រ ថុល,female,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,10,,,2012-12-24,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-08,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
124,ពេជ្រ គឹម,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2013-05-19,Cambodian,,,,,,,,,,,,,,f,,f,,2024-12-20,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
125,សុវណ្ណ គង់,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2013-05-25,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-27,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
126,ច័ន្ទនី ច័ន្ទ,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2013-01-19,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-30,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
127,ភក្តី គង់,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,5,,,2012-11-19,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-14,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
128,ច័ន្ទនី រស់,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2012-12-16,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-27,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
129,សុវណ្ណី លី,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2012-10-07,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-01,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
130,ច័ន្ទរស្មី ហុក,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2013-06-03,Cambodian,,,,,,,,,,,,,,f,,f,,2024-11-11,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
131,បុ៊នលី ភួង,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2012-12-20,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-13,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
132,សោម៉ា ច័ន្ទ,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2012-12-16,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-28,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
133,ប៊ុនធឿន ហុក,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,5,,,2013-04-26,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-24,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
134,ច័ន្ទរស្មី សុវណ្ណ,female,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,5,,,2013-06-05,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-08,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
135,ច័ន្ទរស្មី យ៉ាន,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,5,,,2013-04-23,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-23,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
136,សុខា យ៉ាន,male,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2013-04-22,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-05,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
137,សុវណ្ណី រស់,female,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,5,,,2012-12-01,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-13,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
138,ពិទូ ហុក,female,12,Grade 4,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,9,,,2013-02-02,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-17,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
139,សុខេន សុខ,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2012-07-14,Cambodian,,,,,,,,,,,,,,f,,f,,2024-12-06,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
140,សុខុម ចាន់,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2012-06-01,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-09,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
141,បុ៊នលី ធី,female,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,10,,,2012-01-08,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-09,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
142,ប៊ុនធឿន ឌឿន,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2012-03-28,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-21,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
143,ស្រីមុំ សុខ,female,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,5,,,2012-02-17,Cambodian,,,,,,,,,,,,,,f,,f,,2025-05-23,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
144,កុសល រស់,female,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,5,,,2011-09-22,Cambodian,,,,,,,,,,,,,,f,,f,,2025-01-19,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
59,Chan Sor,female,12,Grade 5,25,2025-09-04 07:49:34,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,5
63,Rachana Kim,female,10,Grade 6,6,2025-09-04 07:49:35,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,6
64,Chan Mao,female,10,Grade 4,20,2025-09-04 07:49:35,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,7
65,Srey Chea,female,11,Grade 6,5,2025-09-04 07:49:35,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,8
67,Chan Keo,male,11,Grade 5,29,2025-09-04 07:49:35,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,9
68,Sok Ly,male,8,Grade 5,27,2025-09-04 07:49:35,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,10
74,Sovann Lim,female,12,Grade 4,16,2025-09-04 07:49:35,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,11
75,Sok Chhun,male,9,Grade 5,20,2025-09-04 07:49:35,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,12
76,Rachana Sam,female,7,Grade 5,8,2025-09-04 07:49:35,2025-09-04 08:04:20,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,13
82,Rachana Pich,female,7,Grade 5,31,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,14
83,Rachana Sam,male,9,Grade 5,28,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,15
84,Rachana Mao,female,6,Grade 6,3,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,16
85,Sophea Sam,male,7,Grade 6,31,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,17
86,Srey Keo,female,7,Grade 4,30,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,18
87,Visal Touch,male,6,Grade 6,17,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,19
91,Kunthea Mao,male,12,Grade 4,16,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,20
94,Dara Pich,female,6,Grade 5,32,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,21
95,Srey Sor,male,7,Grade 5,2,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,22
96,Sophea Chea,male,6,Grade 5,22,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,23
97,Kunthea Chhun,female,7,Grade 4,27,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,24
99,Chan Sor,male,12,Grade 5,26,2025-09-04 07:49:36,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,25
100,Pisey Lim,male,10,Grade 5,25,2025-09-04 07:49:37,2025-09-04 08:04:21,,,,,,,Cambodian,,,,,,,,,,,,,,f,,f,,,active,,,,,,0,,,,,,f,,,,,,0,,,t,,26
145,សុខា ហុក,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2012-05-16,Cambodian,,,,,,,,,,,,,,f,,f,,2024-10-11,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
146,សុភ័ក្ត្រ គង់,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2011-12-04,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-03,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
147,សុម សុខ,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2012-06-28,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-26,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
148,គន្ធា សេង,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2012-08-04,Cambodian,,,,,,,,,,,,,,f,,f,,2025-06-15,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
149,សុវណ្ណី ភួង,female,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,5,,,2012-06-11,Cambodian,,,,,,,,,,,,,,f,,f,,2025-07-28,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
150,ច័ន្ទនី យ៉ាន,female,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,5,,,2012-05-07,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-26,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
151,ពិទូ ចាន់,female,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,5,,,2012-07-25,Cambodian,,,,,,,,,,,,,,f,,f,,2025-03-27,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
152,កញ្ញា គង់,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,5,,,2012-03-27,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-18,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
153,ប៊ុនធឿន យ៉ាន,female,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,9,,,2011-12-31,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-10,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
154,សុភ័ក្ត្រ ឈុន,female,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,female,,5,,,2011-10-25,Cambodian,,,,,,,,,,,,,,f,,f,,2025-08-01,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
155,សុវណ្ណី លឹម,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,10,,,2011-09-15,Cambodian,,,,,,,,,,,,,,f,,f,,2024-09-18,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
156,ពិសាខ សាន,male,13,Grade 5,1,2025-09-04 08:51:18,2025-09-04 08:51:18,male,,9,,,2012-04-20,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-05,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
157,ច័ន្ទ ឌឿន,male,13,Grade 5,1,2025-09-04 08:51:19,2025-09-04 08:51:19,male,,10,,,2012-01-27,Cambodian,,,,,,,,,,,,,,f,,f,,2025-04-21,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
158,កុសល ភួង,female,13,Grade 5,1,2025-09-04 08:51:19,2025-09-04 08:51:19,female,,9,,,2011-11-14,Cambodian,,,,,,,,,,,,,,f,,f,,2025-02-26,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
159,ភក្តី វិន,male,13,Grade 5,1,2025-09-04 08:51:19,2025-09-04 08:51:19,male,,9,,,2012-01-29,Cambodian,,,,,,,,,,,,,,f,,f,,2024-12-28,active,,,,,,0,,,,,,f,,,,,,0,,,t,,1
